Number,Title,Author,Status
2477,Token Metadata Integrity,"Kristijan Sedlak (@xpepermint), William Entriken <[email protected]>, Witek Radomski <[email protected]>",Stagnant
2488,Deprecate the CALLCODE opcode,Alex Beregszaszi (@axic),Stagnant
2494,Baby Jubjub Elliptic Curve,"Barry WhiteHat (@barryWhiteHat), Marta Bellés (@bellesmarta), Jordi Baylina (@jbaylina)",Stagnant
2515,Implement Difficulty Freeze,James Hancock (@madeoftin),Stagnant
2520,Multiple contenthash records for ENS,Filip Štamcar (@filips123),Stagnant
2525,ENSLogin,Hadrien Croubois (@amxx),Stagnant
2537,Precompile for BLS12-381 curve operations,"Alex Vlasov (@shamatar), Kelly Olson (@ineffectualproperty)",Stagnant
2539,BLS12-377 curve operations,Alex Vlasov (@shamatar),Stagnant
2542,New opcodes TXGASLIMIT and CALLGASLIMIT,Alex Forshtat <[email protected]>,Stagnant
2544,ENS Wildcard Resolution,"Nick Johnson (@arachnid), 0age (@0age)",Stagnant
2566,Human Readable Parameters for Contract Function Execution,Joseph Stockermans (@jstoxrocky),Stagnant
2569,Saving and Displaying Image Onchain for Universal Tokens,"Hua Zhang (@dgczhh), Yuefei Tan (@whtyfhas), Derek Zhou (@zhous), Ran Xing (@lemontreeran)",Stagnant
2583,Penalty for account trie misses,Martin Holst Swende (@holiman),Stagnant
2584,Trie format transition with overlay trees,Guillaume Ballet (@gballet),Stagnant
2593,Escalator fee market change for ETH 1.0 chain,Dan Finlay <[email protected]>,Stagnant
2615,Non-Fungible Token with mortgage and rental functions,Kohshi Shiba <[email protected]>,Stagnant
2645,Hierarchical Deterministic Wallet for Layer-2,"Tom Brand <[email protected]>, Louis Guthmann <[email protected]>",Stagnant
2657,Ephemeral Testnet Yolo,James Hancock (@madeoftin),Stagnant
2666,Repricing of precompiles and Keccak256 function,Alex Vlasov (@shamatar),Stagnant
2680,Ethereum 2 wallet layout,Jim McDonald <[email protected]>,Stagnant
2746,Rules Engine Standard,"Aaron Kendall (@jaerith), Juan Blanco (@juanfranblanco)",Stagnant
2767,Contract Ownership Governance,"Soham Zemse (@zemse), Nick Mudge (@mudgen)",Stagnant
2770,Meta-Transactions Forwarder Contract,"Alex Forshtat (@forshtat), Dror Tirosh (@drortirosh)",Stagnant
2803,Rich Transactions,Micah Zoltu (@MicahZoltu),Stagnant
2831,Transaction Replacement Message Type,Gregory Markou (@GregTheGreek),Stagnant
2844,Add DID related methods to the JSON-RPC,Joel Thorstensson (@oed),Stagnant
2848,My Own Messages (MOM),Giuseppe Bertone (@Neurone),Stagnant
2876,Deposit contract and address standard,Jonathan Underwood (@junderw),Stagnant
2917,Staking Reward Calculation,"Tony Carson <[email protected]>, Mehmet Sabir Kiraz <[email protected]>, Süleyman Karda? <[email protected]>",Stagnant
2926,Chunk-Based Code Merkleization,"Sina Mahmoodi (@s1na), Alex Beregszaszi (@axic)",Stagnant
2935,Save historical block hashes in state,"Vitalik Buterin (@vbuterin), Tomasz Stanczak (@tkstanczak)",Stagnant
2936,EXTCLEAR Opcode For SELFDESTRUCTed contracts,William Morriss (@wjmelements),Stagnant
2937,SET_INDESTRUCTIBLE opcode,Vitalik Buterin (@vbuterin),Stagnant
2938,Account Abstraction,"Vitalik Buterin (@vbuterin), Ansgar Dietrichs (@adietrichs), Matt Garnett (@lightclient), Will Villanueva (@villanuevawill), Sam Wilson (@SamWilsn)",Stagnant
2942,EthPM URI Specification,"Nick Gheorghita (@njgheorghita), Piper Merriam (@pipermerriam), g. nicholas d'andrea (@gnidan), Benjamin Hauser (@iamdefinitelyahuman)",Stagnant
2970,IS_STATIC opcode,Vitalik Buterin (@vbuterin),Stagnant
2980,Swiss Compliant Asset Token,"Gianluca Perletti (@Perlets9), Alan Scarpellini (@alanscarpellini), Roberto Gorini (@robertogorini), Manuel Olivi (@manvel79)",Stagnant
2997,IMPERSONATECALL Opcode,Sergio Demian Lerner (@SergioDemianLerner),Stagnant
3000,Optimistic enactment governance standard,"Jorge Izquierdo (@izqui), Fabien Marino (@bonustrack)",Stagnant
3005,Batched meta transactions,Matt (@defifuture),Stagnant
3009,Transfer With Authorization,"Peter Jihoon Kim (@petejkim), Kevin Britz (@kbrizzle), David Knott (@DavidLKnott)",Stagnant
3014,eth_symbol JSON-RPC method,Peter Grassberger (@PeterTheOne),Stagnant
3026,BW6-761 curve operations,"Youssef El Housni (@yelhousni), Michael Connor (@iAmMichaelConnor), Aurore Guillevic <[email protected]>",Stagnant
3030,BLS Remote Signer HTTP API,Herman Junge (@hermanjunge),Stagnant
3041,Adds `baseFee` to `eth_getBlockByHash`,Abdelhamid Bakhta (@abdelhamidbakhta),Stagnant
3044,Adds `baseFee` to `eth_getBlockByNumber`,Abdelhamid Bakhta (@abdelhamidbakhta),Stagnant
3045,Adds `baseFee` to `eth_getUncleByBlockHashAndIndex`,Abdelhamid Bakhta (@abdelhamidbakhta),Stagnant
3046,Adds `baseFee` to `eth_getUncleByBlockNumberAndIndex`,Abdelhamid Bakhta (@abdelhamidbakhta),Stagnant
3068,Precompile for BN256 HashToCurve Algorithms,Dr. Christopher Gorman (@chgormanMH),Stagnant
3085,Wallet Add Ethereum Chain RPC Method (`wallet_addEthereumChain`),"Erik Marks (@rekmarks), Pedro Gomes (@pedrouid)",Stagnant
3091,Block Explorer API Routes,Pedro Gomes (@pedrouid),Stagnant
3135,Exclusive Claimable Token,Zhenyu Sun (@Ungigdu),Stagnant
3143,Increase block rewards to 5 ETH,Ben Tinner (@Terra854),Stagnant
3155,EVM trace specification,"Martin Holst Swende (@holiman), Marius van der Wijden (@MariusVanDerWijden)",Stagnant
3220,Crosschain Identifier Specification,"Weijia Zhang (@weijia31415), Peter Robinson (@drinkcoffee)",Stagnant
3224,Described Data,"Richard Moore (@ricmoo), Nick Johnson (@arachnid)",Stagnant
3234,Batch Flash Loans,"Alberto Cuesta Cañada (@albertocuestacanada), Fiona Kobayashi (@fifikobayashi), fubuloubu (@fubuloubu), Austin Williams (@onewayfunction)",Stagnant
3238,Difficulty Bomb Delay to Q2/2022,Afri Schoedon (@q9f),Stagnant
3267,Giving Ethereum fees to Future Salaries,"Victor Porton (@vporton), Victor Porton <[email protected]>",Stagnant
3298,Removal of refunds,"Vitalik Buterin (@vbuterin), Martin Swende (@holiman)",Stagnant
3300,Phase out refunds,William Morriss (@wjmelements),Stagnant
3322,Account gas storage opcodes,William Morriss (@wjmelements),Stagnant
3326,Wallet Switch Ethereum Chain RPC Method (`wallet_switchEthereumChain`),Erik Marks (@rekmarks),Stagnant
3336,Paged memory allocation for the EVM,Nick Johnson (@arachnid),Stagnant
3337,Frame pointer support for memory load and store operations,Nick Johnson (@arachnid),Stagnant
3368,"Increase block rewards to 3 ETH, with 2 Year Decay to 1 ETH Scheduled",Michael D. Carter (@BitsBeTrippin),Stagnant
3372,5 FNV primes for ethash,"mineruniter969 (@mineruniter969), mineruniter969 <[email protected]>",Stagnant
3386,ERC-721 and ERC-1155 to ERC-20 Wrapper,Calvin Koder (@ashrowz),Stagnant
3403,Partial removal of refunds,"Vitalik Buterin (@vbuterin), Martin Swende (@holiman)",Stagnant
3416,Median Gas Premium,"HexZorro (@hexzorro), Mojtaba Tefagh (@mtefagh)",Stagnant
3436,Expanded Clique Block Choice Rule,Danno Ferrin (@shemnon),Stagnant
3440,ERC-721 Editions Standard,Nathan Ginnever (@nginnever),Stagnant
3450,Standardized Shamir Secret Sharing Scheme for BIP-39 Mnemonics,Daniel Streit (@danielstreit),Stagnant
3508,Transaction Data Opcodes,Alex Papageorgiou (@alex-ppg),Stagnant
3520,Transaction Destination Opcode,Alex Papageorgiou (@alex-ppg),Stagnant
3521,Reduce access list cost,Matt Garnett (@lightclient),Stagnant
3534,Restricted Chain Context Type Transactions,Isaac Ardis (@whilei),Stagnant
3569,Sealed NFT Metadata Standard,Sean Papanikolas (@pizzarob),Stagnant
3584,Block Access List,"Gajinder Singh (@g11in), Piper Merriam (@pipermerriam)",Stagnant
3589,Assemble assets into NFTs,"Zhenyu Sun (@Ungigdu), Xinqi Yang (@xinqiyang)",Stagnant
3643,T-REX - Token for Regulated EXchanges,"Joachim Lebrun (@Joachim-Lebrun), Tony Malghem (@TonyMalghem), Kevin Thizy (@Nakasar), Luc Falempin (@lfalempin), Adam Boudjemaa (@Aboudjem)",Stagnant
3690,EOF - JUMPDEST Table,"Alex Beregszaszi (@axic), Pawe? Bylica (@chfast), Andrei Maiboroda (@gumb0)",Stagnant
3709,Remove Support for Type 1 Transactions,Gregory Markou (@GregTheGreek),Stagnant
3722,Poster,Auryn Macmillan (@auryn-macmillan),Stagnant
3754,A Vanilla Non-Fungible Token Standard,Simon Tian (@simontianx),Stagnant
3756,Gas Limit Cap,lightclient (@lightclient),Stagnant
3772,Compressed Integers,Soham Zemse (@zemse),Stagnant
3788,Strict enforcement of chainId,Gregory Markou (@GregTheGreek),Stagnant
3978,Gas refunds on reverts,"Anton Bukov (@k06a), Mikhail Melnik (@ZumZoom)",Stagnant
4341,Ordered NFT Batch Standard,Simon Tian (@simontianx),Stagnant
4353,Interface for Staked Tokens in NFTs,"Rex Creed (@aug2uag), Dane Scarborough <[email protected]>",Stagnant
4396,Time-Aware Base Fee Calculation,Ansgar Dietrichs (@adietrichs),Stagnant
4430,Described Transactions,"Richard Moore (@ricmoo), Nick Johnson (@arachnid)",Stagnant
4444,Bound Historical Data in Execution Clients,"George Kadianakis (@asn-d6), lightclient (@lightclient), Alex Stokes (@ralexstokes)",Stagnant
4488,Transaction calldata gas cost reduction with total calldata limit,"Vitalik Buterin (@vbuterin), Ansgar Dietrichs (@adietrichs)",Stagnant
4520,Mult-byte opcodes prefixed by EB and EC.,"Brayton Goodall (@Spore-Druid-Bray), Mihir Faujdar (@uink45)",Stagnant
4521,721/20-compatible transfer,Ross Campbell (@z0r0z),Stagnant
4524,Safer ERC-20,William Schwab (@wschwab),Stagnant
4546,Wrapped Deposits,Justice Hudson (@jchancehud),Stagnant
4573,Procedures for the EVM,"Greg Colvin (@gcolvin), Greg Colvin <[email protected]>",Stagnant
4671,Non-Tradable Tokens Standard,"Omar Aflak (@omaraflak), Pol-Malo Le Bris, Marvin Martin (@MarvinMartin24)",Stagnant
4747,Simplify EIP-161,Peter Davies (@petertdavies),Stagnant
4760,SELFDESTRUCT bomb,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",Stagnant
4762,Statelessness gas cost changes,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",Stagnant
4799,Non-Fungible Token Ownership Designation Standard,"David Buckman (@davidbuckman), Isaac Buckman (@isaacbuckman)",Stagnant
4803,Limit transaction gas to a maximum of 2^63-1,Alex Beregszaszi (@axic),Stagnant
4863,Beacon chain push withdrawals,"Alex Stokes (@ralexstokes), Danny Ryan (@djrtwo)",Stagnant
4885,Subscription NFTs and Multi Tokens,Jules Lai (@julesl23),Stagnant
4886,Proxy Ownership Register,Omnus Sunmo (@omnus),Stagnant
4931,Generic Token Upgrade Standard,"John Peterson (@John-peterson-coinbase), Roberto Bayardo (@roberto-bayardo), David Núñez (@cygnusv)",Stagnant
5003,Insert Code into EOAs with AUTHUSURP,"Dan Finlay (@danfinlay), Sam Wilson (@SamWilsn)",Stagnant
5022,Increase price of SSTORE from zero to non-zero to 40k gas,Green (@greenlucid),Stagnant
5050,Interactive NFTs with Modular Environments,Alexi (@alexi),Stagnant
5065,Instruction for transferring ether,Mudit Gupta (@maxsam4),Stagnant
5094,URL Format for Ethereum Network Switching,"Luc van Kampen (@lucemans), Jakob Helgesson (@svemat01), Joshua Hendrix (@thejoshuahendrix)",Stagnant
5095,Principal Token,"Julian Traversa (@JTraversa), Robert Robbins (@robrobbins), Alberto Cuesta Cañada (@alcueca)",Stagnant
5131,SAFE Authentication For ENS,"Wilkins Chung (@wwhchung), Jalil Wahdatehagh (@jwahdatehagh), Cry (@crydoteth), Sillytuna (@sillytuna), Cyberpnk (@CyberpnkWin)",Stagnant
5143,Slippage Protection for Tokenized Vault,Hadrien Croubois (@amxx),Stagnant
5185,NFT Updatable Metadata Extension,Christophe Le Bars (@clbrge),Stagnant
5189,Account Abstraction via Endorsed Operations,"Agustín Aguilar (@agusx1211), Philippe Castonguay (@phabc)",Stagnant
5283,Semaphore for Reentrancy Protection,Sergio D. Lerner (@SergioDemianLerner),Stagnant
5345,Silent Signing Extension for JSON-RPC,"Stanley Wu (@fruit37), Mücahit Büyüky?lmaz (@anndro), Muhammed Emin Ayd?n (@muhammedea)",Stagnant
5409,EIP-1155 Non-Fungible Token extension,Ronan Sandford (@wighawag),Stagnant
5478,CREATE2COPY Opcode,Qi Zhou (@qizhou),Stagnant
5505,EIP-1155 asset backed NFT extension,liszechung (@liszechung),Stagnant
5559,Cross Chain Write Deferral Protocol,"Paul Gauvreau (@0xpaulio), Nick Johnson (@arachnid)",Stagnant
5560,Redeemable NFTs,"Olivier Fernandez (@fernandezOli), Frédéric Le Coidic (@FredLC29), Julien Béranger (@julienbrg)",Stagnant
5633,"Composable Soulbound NFT, EIP-1155 Extension",HonorLabs (@honorworldio),Stagnant
3,Addition of CALLDEPTH opcode,Martin Holst Swende <[email protected]>,Withdrawn
67,"URI Scheme with Metadata, Value and Bytecode",Alex Van de Sande (@alexvansande),Withdrawn
875,Simpler NFT standard with batching and native atomic swaps,"Weiwu Zhang <[email protected]>, James Sangalli <[email protected]>",Withdrawn
908,Reward clients for a sustainable network,"James Ray (@jamesray1), Micah Zoltu (@MicahZoltu)",Withdrawn
999,Restore Contract Code at 0x863DF6BFa4469f3ead0bE8f9F2AAE51c91A907b4,Afri Schoedon (@5chdn),Withdrawn
1123,Revised Ethereum Smart Contract Packaging Standard,"g. nicholas d’andrea (@gnidan), Piper Merriam (@pipermerriam), Nick Gheorghita (@njgheorghita), Danny Ryan (@djrtwo)",Withdrawn
1154,Oracle Interface,Alan Lu (@cag),Withdrawn
1240,Remove Difficulty Bomb,Micah Zoltu (@MicahZoltu),Withdrawn
1355,Ethash 1a,"Pawe? Bylica (@chfast), Jean M. Cyr (@jean-m-cyr)",Withdrawn
1538,Transparent Contract Standard,Nick Mudge <[email protected]>,Withdrawn
1682,Storage Rent,"Felix J Lange (@fjl), Martin Holst Swende (@holiman)",Withdrawn
1706,Disable SSTORE with gasleft lower than call stipend,"Alex Forshtat <[email protected]>, Yoav Weiss <[email protected]>",Withdrawn
1890,Commitment to Sustainable Ecosystem Funding,"Gregory Markou <[email protected]>, Kevin Owocki <[email protected]>, Lane Rettig <[email protected]>",Withdrawn
2025,Block Rewards Proposal for funding Eth1.x,James Hancock (@madeoftin),Withdrawn
2315,Simple Subroutines for the EVM,"Greg Colvin (@gcolvin), Martin Holst Swende (@holiman), Brooklyn Zelenka (@expede), John Max Skaller <[email protected]>",Withdrawn
2458,Updates and Updated-by Header,Edson Ayllon (@edsonayllon),Withdrawn
2677,Limit size of `initcode`,"Martin Holst Swende (@holiman), Pawe? Bylica (@chfast), Alex Beregszaszi (@axic)",Withdrawn
2711,"Sponsored, expiring and batch transactions.",Micah Zoltu (@MicahZoltu),Withdrawn
2733,Transaction Package,Matt Garnett (@lightclient),Withdrawn
2780,Reduce intrinsic transaction gas,"Matt Garnett (@lightclient), Uri Klarman (@uriklarman)",Withdrawn
2786,Ethereum Provider Connect/Disconnect Events,"Micah Zoltu (@MicahZoltu), Erik Marks (@rekmarks)",Withdrawn
2972,Wrapped Legacy Transactions,Micah Zoltu (@MicahZoltu),Withdrawn
3332,MEDGASPRICE Opcode,Justice Hudson (@jchancehud),Withdrawn
3338,Limit account nonce to 2^52,"Micah Zoltu (@MicahZoltu), Alex Beregszaszi (@axic)",Withdrawn
3374,Predictable Proof-of-Work (POW) Sunsetting,Query0x (@Query0x),Withdrawn
3382,Hardcoded Block Gas Limit,Philippe Castonguay (@PhABC),Withdrawn
3779,Safer Control Flow for the EVM,"Greg Colvin (@gcolvin), Greg Colvin <[email protected]>, Brooklyn Zelenka (@expede)",Withdrawn
