File,First Commit Message,First Commit Date,Last Commit Message,Last Commit Date,Number,Title,Author,Status
eip-4895.md,"Beacon chain withdrawals as system-level operations (#4895)

* add draft for beacon chain withdrawals as system-level operations

* Update EIPS/eip_beacon-chain-push-withdrawals-as-operations.md

* update filename to use EIP number

* add discussions link",2022-03-11 12:28:57+00:00,"Update EIP-4895: Move to Final

Merged by EIP-Bot.",2023-04-19 16:04:21+00:00,4895,Beacon chain push withdrawals as operations,"Alex Stokes, Danny Ryan",Review
eip-4906.md,"EIP4906: ERC-721 Metadata Update Extension (#4906)

* ERC-721/ERC-1155 Metadata Update Extension

* add discussion link

* EIP4906: typo fix

* EIP4906: change 'requires: 721 or 1155' to '721, 1155'

* EIP4906: change IERC4906MetadataUpdate to IERC4906

* EIP4906: update paragraph format

* remove some trailing white space

* update author

* add Security Considerations

* update requires:165, 721, 1155

* update Motivation

* remove ERC1155 relative description

* update code

* update by SamWilsn's suggestion

* update author

* update Copyright

* update copyright

Co-authored-by: anders <>",2022-05-21 04:29:43+00:00,"Update EIP-4906: Move Status to Final (#5542)

* EIP-4906: Update Status to Final

* Add some clarifications and some fixes

Co-authored-by: Anders <anders@emojidao.org>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-08-28 13:21:21+00:00,4906,EIP-721 Metadata Update Extension,"Anders, Lance, Shrug, Nathan",Final
eip-4907.md,"EIP4907: ERC-721 User And Expires Extension (#4907)

* add eip-4907.md

* add eip number

* EIP4907: update Specification

* EIP4907: update paragraph format

* update type and category

* remove one empty line

* update format

* update Specification

* remove some spaces

* update for travis-ci

* Update eip-4907.md

* Update eip-4907.md

* Update eip-4907.md

update for travis-ci

* update by SamWilsn'suggestion

Co-authored-by: anders <>
Co-authored-by: dev <dev@emojidao.org>",2022-04-07 15:06:45+00:00,"Update EIP-4907: Cleanup trailing whitespaces (#5213)

* Cleanup trailing whitespaces

* Make small change so that CI passes

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-03 12:46:29+00:00,4907,"Rental NFT, an Extension of EIP-721","Anders, Lance, Shrug",Final
eip-4910.md,"Add EIP-4910: Royalty Bearing NFTs (#4910)

* Initial Commit of Onchain Royalty Bearing NFT standard

* Update to initial commit to address editor comments

* Resolving figure reendering issue

* Update EIPS/eip-4910.md

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

* Requested changes as per @lightclient requests from 3-22-2022

- Removed dependency on EIP-2771
- Added file with link to reference implementation since I could not add the entire reference implementation repo as a folder under assets/eip-4910

* adding reference implementation folder

* Updates in response to requests by @SamWilsn

- Removed all external links
- Added Licensing to the header of the solidity contracts
- Split Specifications and Rationales into separate section to align with EIP-1
- Intended the sections properly based on suggestion by @SamWilsn

* Overlooked two external links, and removed them

* Update EIPS/eip-4910.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Address requested changes by @SamWilsn

- adopted suggestion by @SamWilsn to simplify headers and remove `Rationale` headers and remove the individual `Specification` headers.
- found a way to remove  requirements as headers using <a name=""tag_name"">...</a>

* Minor function update to adding and removing a NFT listing

* Updated the functions the wrong way

* Addressing Editor comment 4/22/2022

- Fixing overlooked heading corrections per comment by @SamWilsn
- Minor editing in the outline section to remove some headings to simplify the flow

* Update EIPS/eip-4910.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update based on discussion with @SamWilsn on 5/17

- removed specific data structure structs and just generally talked about what things are required to be held in the smart contract
- consequently removed 3 requirements
- removed all optional [O] and conditional [CR] requirements
- removed all but 1 should [D] requirements

Decision of the call was also not to split the EIP into several EIPs since that does not reduce overall complexity, and makes creating reference implementations more difficult, hurting adoption.

Net effect is to noticeably reduce the size of the specification.

* Missed two unhyphenated ERC references -- fixed

* Fixing EIP and HTML Validator errors save for reference implementation link

* added separate rationale section for the spec

* fixed link for EIP-20

* fixing links

* Removed reference implementation and updated relevant section in the EIP accordingly

* Update EIPS/eip-4910.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-08 11:47:04+00:00,"Updating EIP-4910 Status to Last Call (#6671)

* Updating EIP-4910 Status to Last Call

* Updated PR with last-call-deadline data field and date

* Update EIPS/eip-4910.md

* EIP-4910: fix ERC references

---------

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: Sam Wilson <sam@binarycake.ca>",2023-03-13 16:23:39+00:00,4910,Royalty Bearing NFTs,Andreas Freund,Review
eip-4931.md,"EIP-4931 - Generic Token Upgrade Standard (#4931)

* EIP - Generic Token Upgrade Standard

* Add PR link to discussions-to section

* Formatting changes / inline reference implementation

* remove external links

* Add eip number (4931) and rename md file / reformat reference

* Add github usernames for authors

* more strict enforcement of source token handling during upgrades

* Add David's github username to author list

* Add link to ethereum magicians forum post

* Correct format and language.

* ERC20 link nit in abstract

Co-authored-by: David Núñez <david@nucypher.com>",2022-05-05 07:38:05+00:00,Updating EIPS/eip-4931.md to status stagnant (#5880),2022-11-18 17:29:33+00:00,4931,Generic Token Upgrade Standard,"John Peterson, Roberto Bayardo, David Núñez",Stagnant
eip-4938.md,"eth/67: Removal of GetNodeData (#4938)

* inital eth67 commit

* Update EIPS/eip-4938.md

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

* fix author field

* 4938: fix nitpicks

* 4938: add felix suggestion

* remove history note

* add magicians link

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>
Co-authored-by: Felix Lange <fjl@twurst.com>",2022-05-06 05:35:14+00:00,"Update eip-4938.md (#6456)

Change status to `Review`",2023-02-08 06:10:34+00:00,4938,eth/67 - Removal of GetNodeData,"Marius van der Wijden, Felix Lange, Gary Rong",Draft
eip-4944.md,"Wallet NFT proposal (#4944)

* Wallt NFT proposal

* Update EIPS/eip-walletnft.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-walletnft.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-walletnft.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-walletnft.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-walletnft.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-walletnft.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-walletnft.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-walletnft.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Update EIPS/eip-walletnft.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* More detailed abastract

* Rename eip file

* Update EIPS/eip-4944.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4944.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update eip-4944.md

Fixed code messed up

* Update eip-4944.md

Corrected rationale section

* Update eip-4944.md

Expanded tokenTransfer specification explanation

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Micah Zoltu <micah@zoltu.net>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2022-04-10 02:43:50+00:00,"Change status to draft (#6634)

And fix validator issues",2023-03-08 19:45:50+00:00,4944,Contract with Exactly One Non-fungible Token,"Víctor Muñoz, Josep Lluis de la Rosa, Andres El-Fakdi",Stagnant
eip-4950.md,"Entangled tokens (#4950)

* Entangled tokens

* Update EIPS/eip-entangled.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Update EIPS/eip-entangled.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Rename eip-entangled to eip-4950

* Update EIPS/eip-4950.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Improved sections

Improved motivation, specification, rationale, and implementation sections

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Usowners definition

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Updated abstract

* Update eip-4950.md

* Update EIPS/eip-4950.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update eip-4950.md

Clarified use case

* Update eip-4950.md

tokenTransfer function signature

* Update EIPS/eip-4950.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Fixed carriage return

* Update EIPS/eip-4950.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4950.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update eip-4950.md

* Update EIPS/eip-4950.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

Co-authored-by: Micah Zoltu <micah@zoltu.net>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: Victor Munoz <victormunoz@easyinnova.com>",2022-07-26 15:29:56+00:00,"Change status back to draft (#6660)

* Change status back to draft

And fix validator issues

* Fix more validator issues

Fixed more validator issues

---------

Co-authored-by: Gavin John <gavinnjohn@gmail.com>",2023-03-17 14:52:47+00:00,4950,Entangled Tokens,"Víctor Muñoz, Josep Lluis de la Rosa, Easy Innova",Draft
eip-4955.md,"EIP 4955 - Non-Fungible Token Metadata Standard Namespaces Extension (#4955)

* feat: add eip 4899

* feat: add discussion link

* fix: feedback

* feat: feedback

* feat: another example and usage

* feat: example

* feat: more feedback

* feat: eof

* chore: white spaces",2022-04-15 11:34:13+00:00,"Update eip-4955.md (#6937)

Fix typo.",2023-05-17 14:34:16+00:00,4955,Vendor Metadata Extension for NFTs,Ignacio Mazzara,Review
eip-4972.md,"Create eip-4972.md (#4972)

* Create eip-NOA.md

* Update eip-NOA.md

* Rename eip-NOA.md to eip-4972.md

* Update eip-4972.md

* Update EIPS/eip-4972.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4972.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4972.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4972.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update eip-4972.md

* Update eip-4972.md

* Update eip-4972.md

* Update eip-4972.md

update code links.

* Update eip-4972.md

* Remove ENS link and add supportsInterface

* Update authors

* Update EIPS/eip-4972.md

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

* Update EIPS/eip-4972.md

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

* Update EIPS/eip-4972.md

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

* use named-owned account consistently

* Add security considerations

* Update EIPS/eip-4972.md

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>",2022-05-07 10:03:52+00:00,"Update EIP-4972: Move to Draft

Merged by EIP-Bot.",2023-04-14 17:40:27+00:00,4972,Name-Owned Account,"Shu Dong, Qi Zhou",Draft
eip-4973.md,"Submit EIP-4973 - Account-bound tokens (#4973)

* Add EIP-1238.md

* Rename from 1238 to 4966

* Address feedback from PR

* Change name from 4966 to 4973

* Fix header property order

* Remove 79 character manual word wrapping

* Fix syntax error for incomplete link tag

* Remove Caveat section (for now)

* Clarify standards text

* Run through grammarly

* Update discussion link

* Update EIPS/eip-4973.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4973.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4973.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4973.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Relicense to CC0-1.0

* More copyediting

* Rename from ""Soulbound"" to ""Account-bound"" tokens

* Add section on ""Exception handling""

* Add section on revocation

* Update EIPS/eip-4973.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Rename to 'Account-bound Tokens'

* Correct co-author section

* Correct TLA from non-sensical 'ACT' to 'ABT'

- ABT stands for ""Account-bound token""

* Remove superfluous, explicit interface definitions

* Add 'Naming' section

* Consistently use EIP-XXXX format

* Remove reference to badge concept

* Correctly apply camelCase in tests

* Update reference implementation

- Vendor all third-party code (OZ)
- Allowing to mint to third-party address
- Rename `_bonds` to `_owners`
- Fix TLA from ACT to ABT
- Fix ABT name in tests

* Replace `event Transfer` w/ Attest/Revoke

* Fix username prefix in author field

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Fix broken link to eip-721.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Fix typo

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Fix link to reference implementation

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Update EIPS/eip-4973.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-4973.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: Micah Zoltu <micah@zoltu.net>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-05-18 11:00:09+00:00,"Update EIP-4973: [Lint] Add and fix blacks(\n) (#7025)

* fix lint

* fix EIP Walidator workflow

* fix EIP Walidator workflow

* fix

* fix",2023-05-15 15:36:48+00:00,4973,Account-bound Tokens,"Tim Daubenschütz, Raphael Roullet",Review
eip-4974.md,"EIP-4974: Fungible Non-tradable Tokens, or EXP (#4974)

* Apply suggestions from initial review

co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

update links

Apply initial suggestions from code review

Update EIP number and typos.

Co-authored-by: William Schwab <31592931+wschwab@users.noreply.github.com>
Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

rename, add enumerable, update language

update name conventions, ERC165 identifier

update backwards compatability

* minor wording edit

* update with participate and transfer nomenclature

* update reference links

* update reference to assets folder

* removing the assets link",2022-05-03 15:25:11+00:00,"Update EIP-4974: Move to Review (#6334)

* Apply suggestions from initial review

co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

update links

Apply initial suggestions from code review

Update EIP number and typos.

Co-authored-by: William Schwab <31592931+wschwab@users.noreply.github.com>
Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

rename, add enumerable, update language

update name conventions, ERC165 identifier

update backwards compatability

* minor wording edit

* update with participate and transfer nomenclature

* update reference links

* update reference to assets folder

* removing the assets link

* small update

* begin update to rating

* Apply suggestions from code review

* Full update to Ratings

* Fix links

* Update interface and add implementation example

* Update EIPS/eip-4974.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-4974.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Remove self-references

* Fix bot errors

* Last bot errors

* Update EIP-5570: Move to Review

After community feedback and the draft process, this EIP is ready for the Review stage.

* Fix license

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2023-01-25 15:32:01+00:00,4974,Ratings,Daniel Tedesco,Draft
eip-4987.md,"Draft proposal for held token standard (#4987)

* start draft for held token standard proposal

* initial proposal draft for held token standard

* Apply suggestions from code review

commit suggested changes

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* address feedback

* Apply suggestions from code review

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Apply suggestions from code review

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Fix examples

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-04-23 23:11:28+00:00,asset links (#6024),2022-11-22 13:40:13+00:00,4987,Held token interface,Devin Conley,Review
eip-5.md,EIP 5 for a change in gas and memory semantics for CALL.,2015-11-22 11:19:32+00:00,"Bump eipv to v0.3.0 (#4386)

* bump eipv to v0.3.0

* remove deprecated preamble fields from eips",2021-10-28 18:43:03+00:00,5,Gas Usage for `RETURN` and `CALL*`,Christian Reitwiessner,Final
eip-5000.md,"MULDIV instruction (#5000)

* Add MULDIV draft

* Fixed the number and a typo

* Add description and discussions-to

* Fixed a trailing whitespace

Co-authored-by: Alex Beregszaszi <alex@rtfs.hu>",2022-07-13 14:19:31+00:00,"Update EIP-5000: typo

Merged by EIP-Bot.",2023-04-13 15:41:48+00:00,5000,MULDIV instruction,"Harikrishnan Mulackal, Alex Beregszaszi, Paweł Bylica",Draft
eip-5003.md,"Add EIP-5003: Insert Code into EOAs with `AUTHUSURP` (#5003)

* First commit on revokable delegation for EOAs

* Integrate feedback from first reviewer

* Add some 3074 benefits

* Correct file location for draft

* first bit of work on authusurp

* Review feedback

* Apply suggestions from code review

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

* Update EIPS/eip-draft_AUTH_USURP.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Update EIPS/eip-draft_AUTH_USURP.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Update EIPS/eip-draft_AUTH_USURP.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Update EIPS/eip-draft_AUTH_USURP.md

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Update EIPS/eip-draft_AUTH_USURP.md

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

* Flesh out EIP-5003

* No markdown in preamble

Co-authored-by: Sam Wilson <sam.wilson@mesh.xyz>
Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>
Co-authored-by: Micah Zoltu <micah@zoltu.net>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-01 01:43:35+00:00,Updating EIPS/eip-5003.md to status stagnant (#6712),2023-03-20 18:38:18+00:00,5003,Insert Code into EOAs with AUTHUSURP,"Dan Finlay, Sam Wilson",Draft
eip-5005.md,"add eip-zodiac (#5005)

* add eip-zodiac

* Add security considerations and some minor fixes

* Add ETHMagicians discussion link

* Update EIPS/eip-zodiac.md

Co-authored-by: William Schwab <31592931+wschwab@users.noreply.github.com>

* Update EIPS/eip-zodiac.md

Co-authored-by: William Schwab <31592931+wschwab@users.noreply.github.com>

* Update EIPS/eip-zodiac.md

Co-authored-by: William Schwab <31592931+wschwab@users.noreply.github.com>

* Update EIPS/eip-zodiac.md

Co-authored-by: William Schwab <31592931+wschwab@users.noreply.github.com>

* Remove external links to Zodiac & external imports

* Rename EIP file to add ERC number

* Update EIPS/eip-5005.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5005.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-5005.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Remove external links

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Fix gramma

* Small sentance structure fix

* Remove license and external links

* Update EIPS/eip-5005.md

Co-authored-by: William Schwab <31592931+wschwab@users.noreply.github.com>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-28 06:04:44+00:00,"Update EIP-5005: Move status to ""Review"" (#5239)

* add missing events

* Change status to ""Review""

* incorporate pandapip1's feedback

* reference with EIP, not ERC

* link to satisfy bot

* relative link

* Remove self-link

* Make some initial phrasing changes

* Update EIPS/eip-5005.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>",2022-09-05 23:37:26+00:00,5005,Zodiac Modular Accounts,"Auryn Macmillan, Kei Kreutler",Review
eip-5006.md,"EIP5006: ERC-1155 Usage Rights Extension (#5006)

* 1155User

* 1155User

* no message

* update Motivation

* update title

* no message

* update Test Case

* update create date

* update file name

* update title

* udpate Backwards Compatibility

* update code

* update eip-5006.md

* permissionless

* remove extra space

Co-authored-by: 薛召 <xuezhao111@126.com>
Co-authored-by: anders <>
Co-authored-by: Anders <anders@emojidao.org>
Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>",2022-05-06 05:41:56+00:00,"Update EIP-5006: Move to Final

Merged by EIP-Bot.",2023-04-04 03:53:00+00:00,5006,"Rental NFT, NFT User Extension","Lance, Anders, Shrug",Last Call
eip-5007.md,"EIP5007: TimeNFT, ERC-721 Time Extension (#5007)

* add eip-TimeNFT.md

* add Reference Implementation

* update code

* update Implementation code

* add test code

* update test code

* update code

* update test code

* rename file name

* remove spaces

* update Reference Implementation

* update title

* update by  SamWilsn's suggestion

* update Backwards Compatibility

* update code

* simplify EIP5007

* remove empty lines

* udpate readme

* update readme

* update Test Cases

* fix link in readme.md

* fix link in readme.md

* remove function isValidNow

* update Copyright

* update copyright

* change EIP5007 to EIP-5007

Co-authored-by: anders <>
Co-authored-by: Anders <anders@emojidao.org>",2022-05-28 06:06:50+00:00,"Update EIP-5007: Move to Final

Merged by EIP-Bot.",2023-05-30 15:18:00+00:00,5007,"Time NFT, EIP-721 Time Extension","Anders, Lance, Shrug",Last Call
eip-5008.md,"EIP5008: ERC-721 Nonce Extension (#5008)

* EIP: ERC-721 Nonce Extension

* add test code

* update test code

* typo fix

* update file name

* update Motivation

* update by SamWilsn's suggestion

* update code

Co-authored-by: anders <>
Co-authored-by: Anders <anders@emojidao.org>",2022-05-01 00:28:40+00:00,"Update EIP-5008: Move to Last Call

Merged by EIP-Bot.",2023-05-11 21:05:57+00:00,5008,EIP-721 Nonce Extension,"Anders, Lance, Shrug",Review
eip-5018.md,"Create eip-5018 (#5018)

* Create eip-TBD.md

* Create EIP-dir

* Update and rename eip-TBD.md to eip-5018.md

* Update eip-5018.md

* Update eip-5018.md

* Update eip-5018.md

* Update EIPS/eip-5018.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-5018.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-5018.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-5018.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Add getChunkHash()

- The purpose is to lower the cost of comparing local files with on-chain files without downloading the whole files/chunks.

* Update EIPS/eip-5018.md

Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>

* Update EIPS/eip-5018.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update EIPS/eip-5018.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>

* Update eip-5018.md

Add Subsection ""Interactions Between Unchunked Functions and Chunk Functions""

* Update eip-5018.md

* Update EIPS/eip-5018.md

Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>

* Update eip-5018.md

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>
Co-authored-by: Pandapip1 <45835846+Pandapip1@users.noreply.github.com>
Co-authored-by: lightclient <14004106+lightclient@users.noreply.github.com>",2022-06-04 05:39:17+00:00,"Update EIP-5018: Move to Review (#6443)

* Update eip-5018.md

* Update eip-5018.md

* Update eip-5018.md

* Update eip-5018.md",2023-02-08 14:12:32+00:00,5018,Filesystem-like Interface for Smart Contracts,Qi Zhou,Draft
eip-5022.md,"EIP-5022: Increase price of SSTORE from zero to non-zero to 40k gas (#5022)

* init eip

* add eip number

* add implementation",2022-05-06 06:33:48+00:00,Updating EIPS/eip-5022.md to status stagnant (#5969),2022-11-18 17:24:30+00:00,5022,Increase price of SSTORE from zero to non-zero to 40k gas,Green,Stagnant
